Page,Clicks,Impressions,CTR,Position
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/posi-chara-mporei-na-soy-dosei-i-nea-viologiki-seira-peripoiisis-tis-garnier/,0,62,0%,15.23
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/thes-ena-antiliako-me-anochi-ston-idrota-kai-soyper-analafri-yfi/,0,59,0%,17.92
https://www.beautydiaries.gr/oraioi-anthropoi/celebrity-beauty/h-fina-koyp-kai-to-lampero-axesoyar-tis-emili-mplant-sta-sag-awards-2019-itan-ena-oneiro/,0,59,0%,25.58
https://www.beautydiaries.gr/apopsi/tade-efi/ayti-ti-diy-maska-kostizei-5-50-ki-aposymforei-tin-lipari-epidermida/,0,59,0%,27.47
https://www.beautydiaries.gr/blog/i-tolmi-syndyazetai-me-chamogelo-gia-aparamilli-lampsi/,0,58,0%,13.84
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/giati-to-molyvi-cheilion-prepei-na-echei-idia-apochrosi-me-to-kragion-soy/,0,57,0%,62.51
https://www.beautydiaries.gr/tag/dimitris-katsachnias/,0,56,0%,13.23
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/giati-ayto-to-balm-den-s-afinei-perithorio-na-varetheis-to-ntemakigiaz/,0,55,0%,13.78
https://www.beautydiaries.gr/apopsi/tobeautydiariesstobovary/i-xegnoiasia-stin-poli-periechei-antiliako-vivlio-kai-diathesi-gia-moirasia/,0,55,0%,16.04
https://www.beautydiaries.gr/apopsi/tade-efi/ayti-i-krema-cherion-dinei-lamperes-eykairies-sto-chairo-poly/,0,55,0%,22.89
https://www.beautydiaries.gr/blog/h-aisthisi-tis-beauty-day/,0,54,0%,15.91
https://www.beautydiaries.gr/oroi-chrisis-politiki-aporritoy/,0,54,0%,41.41
https://www.beautydiaries.gr/omorfoxamos/beautyreview/ayto-poy-chreiazetai-to-neseser-soy-einai-yfes-kai-myrodies-anoixis/,0,53,0%,17.94
https://www.beautydiaries.gr/alithines-istories/ayti-einai-i-yperochi-desmeysi-tis-the-body-shop-gia-tin-krisi-tis-rypansis/,0,52,0%,15.85
https://www.beautydiaries.gr/blog/ayti-einai-i-epidrasi-toy-chartaetoy-sto-soma-kai-sti-psychi/,0,52,0%,18.29
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/nivea-sun-me-sevasmo-sto-thalassio-oikosystima/,0,52,0%,36.37
https://www.beautydiaries.gr/wp-content/uploads/2011/04/form.htm,0,52,0%,37.33
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/mikres-symvoyles-omorfias-tis-teleytaias-stigmis/,0,52,0%,77.79
https://www.beautydiaries.gr/apopsi/tobeautydiariesstobovary/to-alogo-toy-markisioy-de-rocozel-epasche-apo-mia-dermatitida-alla-egine-kala-meta-apo-merika-mpania/,0,51,0%,8.27
https://www.beautydiaries.gr/nyxia/otan-ligo-mayro-sta-nychia-echei-kapoio-endiaferon/,0,51,0%,23.25
https://www.beautydiaries.gr/beautynews/peripoiisi/yparchei-kati-pio-drastiko-gia-tis-vathies-rytides-apo-mia-kali-krema-antigiransis/,0,51,0%,46.08
https://www.beautydiaries.gr/tag/apotrichosi-sto-spiti/,0,51,0%,54.75
https://www.beautydiaries.gr/oraioi-anthropoi/friend-request/oli-i-omorfia-kleismeni-se-mia-cheiropoiiti-tsanta/,0,50,0%,14.74
https://www.beautydiaries.gr/apopsi/tade-efi/epanafortisi/,0,50,0%,16.88
https://www.beautydiaries.gr/blog/xereis-oti-ta-chromata-gyro-soy-epireazoyn-ti-zoi-soy-oli/,0,49,0%,17.47
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/soma/den-thelei-kopo-thelei-kokko/,0,49,0%,21.53
https://www.beautydiaries.gr/beautynews/aroma/triantafyllenies-scheseis/,0,48,0%,9.56
https://www.beautydiaries.gr/apopsi/omorfia-apopsi/o-ti-moy-travixe-tin-prosochi-ayti-tin-evdomada-3/,0,48,0%,10.21
https://www.beautydiaries.gr/2014/03/16/πότε-έπαψες-να-πιστεύεις-ότι-είσαι-όμο-3/,0,48,0%,12.5
https://www.beautydiaries.gr/nyxia/dot-nail-einai-i-pio-agapimeni-tasi-sta-nychia/,0,48,0%,16.15
https://www.beautydiaries.gr/beautynews/mallia/9-fantastikes-persones-anadeiknyoyn-to-lampero-xantho-chroma-ton-mallion-toys-mesa-apo-mia-monadiki-seira-peripoiisis/,0,48,0%,18.06
https://www.beautydiaries.gr/apopsi/tade-efi/ta-para-poly-oraia-toy-2018/,0,47,0%,8.85
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/akomi-mia-nea-kai-fantastiki-nude-paleta-skion-apodeiknyei-oti-i-omorfia-einai-sta-apla/,0,47,0%,12.74
https://www.beautydiaries.gr/2013/12/30/μια-στιγμή-αγάπης-κέρδισε/,0,47,0%,13.28
https://www.beautydiaries.gr/apopsi/tade-efi/beauty-to-go-kai-edo-na-ta-leme-alliotika/,0,47,0%,19.15
https://www.beautydiaries.gr/apopsi/tobeautydiariesstobovary/poio-einai-to-mystiko-i-kalytero-to-fainomeno-mias-lamperis-50aras/,0,47,0%,21.77
https://www.beautydiaries.gr/apopsi/tade-efi/3-apla-beauty-tips-poy-doyleyoyn-entyposiaka-oso-chronia-ki-an-perasoyn/,0,47,0%,33.43
https://www.beautydiaries.gr/blog/mporei-na-snomparei-kaneis-tin-agapi/,0,45,0%,9
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/eyergetiki-einai-i-drasi-tis-vitaminis-c-kai-yparchoyn-fantastika-proionta-poy-tin-periechoyn/,0,45,0%,28.78
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-48/,0,44,0%,9.02
https://www.beautydiaries.gr/apopsi/omorfia/magic-love/,0,44,0%,22.77
https://www.beautydiaries.gr/oraioi-anthropoi/celebrity-beauty/zendaya-ena-apo-ta-pio-epidrastika-koritsia-toy-planiti-ypegrapse-chryso-symvolaio-omorfias/,0,44,0%,24.45
https://www.beautydiaries.gr/apopsi/tobeautydiariesstobovary/esy-ti-kaneis-gia-to-ntekolte-soy/,0,43,0%,27.07
https://www.beautydiaries.gr/blog/analafri-meta-ti-siesta/,0,42,0%,16.95
https://www.beautydiaries.gr/omorfoxamos/politeliproiontaomorfias/to-pio-polyteles-micellar-water-anazoogonei-tin-epidermida-me-mia-kinisi/,0,42,0%,22.17
https://www.beautydiaries.gr/apopsi/tade-efi/2-nea-proionta-peripoiisis-poy-dokimas/,0,42,0%,24.21
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/mipos-irthe-i-stigmi-na-yiothetiseis-mia-chromatisti-maskara/,0,42,0%,45.33
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/echeis-mono-5-lepta-gia-amesi-tonosi-kai-lampsi/,0,40,0%,11.6
https://www.beautydiaries.gr/beautynews/soma/den-thelei-kopo-thelei-kokko/,0,40,0%,12.4
https://www.beautydiaries.gr/stonkosmotisomorfias/pes-to-m-ena-kragion-istories-poy-ekfrazoyn-synaisthimata/,0,40,0%,15.88
https://www.beautydiaries.gr/tag/funky-cook/,0,40,0%,27.23
https://www.beautydiaries.gr/apopsi/tade-efi/thes-anazoogonisi-edo-kai-tora/,0,40,0%,45.75
https://www.beautydiaries.gr/apopsi/tade-efi/ti-xereis-gia-to-stegno-voyrtsisma-sto-soma-soy/,0,39,0%,11.51
https://www.beautydiaries.gr/oraioi-anthropoi/celebrity-beauty/oskar-2019-poia-hair-looks-eichan-arketi-lak-perisseia-dimioyrgikotita-kai-axeperasto-styl/,0,39,0%,20.31
https://www.beautydiaries.gr/oraioi-anthropoi/celebrity-beauty/bafta-awards-telika-to-aplo-ki-aperitto-makigiaz-poy-den-flyarei-tha-xechorizei-panta/,0,39,0%,35.62
https://www.beautydiaries.gr/category/apopsi/beautynews-apopsi/,0,38,0%,12.08
https://www.beautydiaries.gr/apopsi/tade-efi/ayti-einai-i-teleia-prostateymeni-diafaneia-toy-kalokairioy/,0,38,0%,39.53
https://www.beautydiaries.gr/apopsi/tobeautydiariesstobovary/5-proionta-antigiransis-poy-prepei-na-xereis/,0,38,0%,48.79
https://www.beautydiaries.gr/des-ta-panta-allios-ki-alliotika/teleia-i-teleia/,0,37,0%,8.35
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/2-pragmata-poy-isos-na-min-xereis-gia-tin-epidermida-toy-somatos-soy/,0,37,0%,15.41
https://www.beautydiaries.gr/omorfoxamos/oitaseisstinomorfia/kathe-evdomada-modas-echei-na-epideixei-toy-kosmoys-tis-theories-gia-makigiaz-kai-mallia/,0,36,0%,9.44
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/ena-aroma-poy-moiazei-me-xefreno-vals/,0,36,0%,16.92
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/ti-na-kaneis-gia-na-einai-teleio-to-eyeliner-sta-matia-soy/,0,36,0%,20.86
https://www.beautydiaries.gr/apopsi/omorfia/pote-epapses-na-pisteyeis-oti-eisai-omorfi-diary2/,0,36,0%,22
https://www.beautydiaries.gr/beautynews/peripoiisi/emminopaysi-laimos-ntekolte-kai-peripoiisi-sta-50/,0,36,0%,49.64
https://www.beautydiaries.gr/2010/11/04/lushes/,0,35,0%,7.66
https://www.beautydiaries.gr/2012/05/13/καλοκαίρια-με-ήλιο/,0,35,0%,11.43
https://www.beautydiaries.gr/xoros/ayto-to-kommotirio-se-frontizei-olistika-apo-tin-koryfi-eos-tin-psychi/,0,35,0%,12.4
https://www.beautydiaries.gr/omorfoxamos/oikonomikaproiontaomorfias/prosthese-sto-neseser-soy-merika-apo-ta-pio-must-have-proionta-makigiaz-me-ekptosi-30/,0,35,0%,28.77
https://www.beautydiaries.gr/tag/μάριος-χριστοδούλου/,0,34,0%,13.62
https://www.beautydiaries.gr/category/omorfoxamos/politeliproiontaomorfias/,0,34,0%,21.82
https://www.beautydiaries.gr/nyxia/des-merika-apo-ta-oraiotera-manikioyr-toy-kalokairioy/,0,34,0%,22.09
https://www.beautydiaries.gr/omorfoxamos/oitaseisstinomorfia/kokkino-molyvi-cheilion-sta-matia-o-nai/,0,34,0%,26.79
https://www.beautydiaries.gr/tag/miss-cure/,0,34,0%,28.03
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/mallia/ta-pio-eykola-chtenismata-gia-oles-tis-ores/,0,34,0%,28.5
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/ti-pragmatika-symvainei-stin-epidermida-otan-einai-ektetheimeni-se-rypoys/,0,33,0%,12.24
https://www.beautydiaries.gr/omorfoxamos/beautyreview/echeis-parei-eidisi-oti-i-m-a-c-epivraveyei-tin-agapi-soy/,0,33,0%,21.79
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-2/,0,33,0%,22.45
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/ayti-einai-mia-dokimasmeni-symvoyli-gia-asfales-kai-iliokameno-chroma/,0,33,0%,23
https://www.beautydiaries.gr/oraioi-anthropoi/celebrity-beauty/h-kara-ntelevin-einai-polla-perissotera-apo-mia-anatreptiki-aggliki-esans/,0,33,0%,28.73
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/pos-mia-kalokairini-esans-prokalei-tosi-epithymia-gia-apodrasi/,0,33,0%,28.88
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/ena-voytyrenio-proion-einai-o-ti-pio-magiko-yparchei-gia-xira-mallia-ki-ochi-mono/,0,33,0%,63.06
https://www.beautydiaries.gr/category/oraioi-anthropoi/friend-request/,0,32,0%,4.12
https://www.beautydiaries.gr/apopsi/tobeautydiariesstobovary/poio-aroma-na-epilexeis-analoga-me-tin-peristasi-enas-fantastikos-odigos-gia-ti-dynami-toy-aromatos/,0,32,0%,9
https://www.beautydiaries.gr/oraioi-anthropoi/celebrity-beauty/i-cara-delevingne-allazei-kragion-sto-neseser-tis/,0,32,0%,20.34
https://www.beautydiaries.gr/apopsi/tade-efi/bazo-tin-idea-vazeis-to-gkliter/,0,32,0%,28.19
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/farmakeio/i-antiliaki-prosopoy-tis-caudalie-me-polyfainoles-einai-ena-oneiro/,0,32,0%,36.59
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/pote-prin-ta-simadia-giransis-den-itan-toso-apodekta-kai-tosa-alithina-teleia/,0,32,0%,44.97
https://www.beautydiaries.gr/tag/primer-mation-smashbox/,0,32,0%,60.72
https://www.beautydiaries.gr/tag/sephora-blog/,0,31,0%,4.03
https://www.beautydiaries.gr/category/omorfoxamos/beautyreview/,0,31,0%,14.45
https://www.beautydiaries.gr/blog/otan-to-chalara-mias-stigmis-ginetai-maska-tonosis/,0,31,0%,43.32
https://www.beautydiaries.gr/omorfoxamos/oikonomikaproiontaomorfias/giati-ayti-i-krema-poy-prolamvanei-tis-protes-rytides-s-afora/,0,31,0%,64.23
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/ayto-to-aroma-einai-hot-giati-prosdiorizei-tin-eleytheria-os-apolyti-polyteleia/,0,30,0%,8
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-26/,0,30,0%,16.13
https://www.beautydiaries.gr/apopsi/tobeautydiariesstobovary/neyroepistimi-i-spoydaia-empneysi-gia-kainotomes-therapeies-prosopoy-poy-epidroyn-thetika-kai-stin-psychologia/,0,30,0%,21.6
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/mallia/3-logoi-poy-to-dry-shampoo-leitoyrgei-magika-gia-ta-mallia/,0,30,0%,30.33
https://www.beautydiaries.gr/apopsi/tade-efi/sympatheia-gia-ton-enthoysiasmo-ton-giorton/,0,30,0%,41.23
https://www.beautydiaries.gr/tag/ffg-felous-fashion-group/,0,29,0%,8.79
https://www.beautydiaries.gr/tag/phyto-paris/,0,29,0%,11.07
https://www.beautydiaries.gr/apopsi/tade-efi/5-1-mystika-gia-na-lampeis-olo-to-kalokairi/,0,28,0%,10.61
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-33/,0,28,0%,21.54
https://www.beautydiaries.gr/ta-nea-einai-oraia/farmakeio/prota-katanoise-to-mikrovioma-soy-kai-meta-antimetopise-tis-ateleies-tis-epidermidas-soy/,0,28,0%,22
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-21/,0,28,0%,28.29
https://www.beautydiaries.gr/blog/gnorise-tin-aytopepoithisi-kai-gine-fili-tis/,0,27,0%,15.41
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/esy-xereis-poia-i-diafora-toy-eau-de-toilette-apo-to-eau-de-parfum/,0,27,0%,15.48
https://www.beautydiaries.gr/alithines-istories/enas-eyfantastos-klironomos-polytelon-koniak-sta-adyta-tis-aromatopoiias/,0,27,0%,17.3
https://www.beautydiaries.gr/omorfoxamos/beautyreview/ta-nea-lip-balms-poy-axizei-na-dokimaseis-esto-mia-fora/,0,27,0%,24.04
https://www.beautydiaries.gr/apopsi/tade-efi/aytos-einai-enas-tropos-na-prostateyseis-ta-cheili-soy-apo-ti-uv-aktinovolia/,0,27,0%,27
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/mipos-irthe-i-ora-na-allaxeis-kai-kyrios-na-aplopoiiseis-to-makigiaz-ton-mation-soy/,0,27,0%,34.67
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/mallia/soy-echo-mikra-mystika-gia-teleia-mallia/,0,27,0%,36.3
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/ayto-einai-kai-tha-einai-panta-to-apolyto-trend-peripoiisis/,0,26,0%,10.23
https://www.beautydiaries.gr/apopsi/tade-efi/mporeis-na-fantasteis-apotoxinosi-ki-enischysi-tis-lampsis-tis-epidermidas-soy-m-ena-mono-proion/,0,26,0%,22.04
https://www.beautydiaries.gr/wp-content/uploads/2011/04/form1.htm,0,25,0%,40.84
https://www.beautydiaries.gr/blog/simeia-epafis/,0,25,0%,71.04
https://www.beautydiaries.gr/beautynews/mallia/4-tips-gia-na-echeis-panta-analafres-mpoykles/,0,24,0%,6.83
https://www.beautydiaries.gr/category/beautynews/,0,24,0%,18.29
https://www.beautydiaries.gr/omorfoxamos/oikonomikaproiontaomorfias/giati-ayti-i-krema-dra-toso-exypna-ki-einai-must-gia-tin-epochi/,0,24,0%,19.04
https://www.beautydiaries.gr/tag/symvoyles-gia-prostasia-ton-mallion-to-kalokairi/,0,24,0%,33.54
https://www.beautydiaries.gr/tag/dora-peripoiisis-gia-ekeinon/,0,24,0%,87.54
https://www.beautydiaries.gr/category/omorfoxamos/,0,23,0%,7.09
https://www.beautydiaries.gr/2014/08/09/magic-love/,0,23,0%,9.48
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-29/,0,23,0%,11.91
https://www.beautydiaries.gr/oraioi-anthropoi/celebrity-beauty/oskar-2019-to-makigiaz-se-chamiloys-tonoys-eiche-tin-timitiki-toy/,0,23,0%,13.17
https://www.beautydiaries.gr/apopsi/tade-efi/xereis-poso-aparaitito-einai-ena-sprei-neroy/,0,23,0%,19.78
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/grooming/mikres-symvoyles-kai-yperocha-proionta-peripoiisis-gia-na-epanafereis-tin-lampsi-soy/,0,23,0%,20.52
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/veach-hair-ola-osa-charizoyn-ayto-ti-sexi-kinisi-ton-kalokairinon-diakopon/,0,23,0%,20.78
https://www.beautydiaries.gr/apopsi/tade-efi/ta-apla-stin-omorfia-einai-panta-kai-ta-kalytera/,0,23,0%,22.04
https://www.beautydiaries.gr/tag/spitishoot/,0,23,0%,23
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/i-antiliaki-prostasia-einai-olo-to-chrono-to-pio-simantiko-mystiko-omorfias/,0,23,0%,26.52
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/giati-i-enydatosi-prosopoy-tha-einai-to/,0,23,0%,27.43
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/yparchei-to-sosto-antiliako-meikap-kai-ayti-einai-i-teleia-chrisi-toy/,0,23,0%,31.48
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/grooming/2-3-vasika-tips-gia-ton-andra-me-moysia/,0,23,0%,45.7
https://www.beautydiaries.gr/apopsi/tade-efi/ayto-einai-to-protoporiako-antiliako-polis-poy-se-prostateyei-apo-toys-rypoys/,0,22,0%,11.05
https://www.beautydiaries.gr/2015/11/30/η-εποχή-είναι-στο-κόκκινο-κέρδισε/,0,22,0%,16.14
https://www.beautydiaries.gr/category/apopsi/omorfia/,0,22,0%,16.68
https://www.beautydiaries.gr/apopsi/omorfia/o-aplos-kosmos-omorfainei-ki-allo/,0,22,0%,18.5
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/ayta-einai-ta-pio-apla-vimata-gia-na-yiothetiseis-kai-syndyaseis-teleia-ti-roz-skia/,0,22,0%,20.18
https://www.beautydiaries.gr/tag/instagram/,0,21,0%,5.05
https://www.beautydiaries.gr/2015/09/08/οι-βελούδινες-στιγμές-του-καλοκαιριο/,0,21,0%,7.95
https://www.beautydiaries.gr/omorfoxamos/beautyreview/ayti-i-polychristiki-krema-giortazei-edo-kai-dekaeties-ti-magiki-tis-synthesi/,0,21,0%,11.1
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/fili-millennial-to-noy-soy-sta-proionta-katharismoy-me-ekchylismata-apo-mpamia-kydoni-kai-kiichigo-eidos-moyroy/,0,21,0%,11.24
https://www.beautydiaries.gr/tag/kiss-kiss-nails/,0,21,0%,17.14
https://www.beautydiaries.gr/apopsi/tade-efi/kyriakatiki-psychanalysi/,0,21,0%,19.33
https://www.beautydiaries.gr/2011/08/19/λόγια-πάσης-φύσεως/,0,21,0%,23.29
https://www.beautydiaries.gr/apopsi/tade-efi/polla-einai-ayta-poy-mporeis-na-kerdiseis-apo-to-komfoyzio-tis-efivikis-akmis/,0,21,0%,23.67
https://www.beautydiaries.gr/alithines-istories/mia-fora-ki-enan-kairo/i-apolaysi-tis-krisis/,0,21,0%,25
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/eyeliner-pos-epilegeis-to-sosto/,0,21,0%,34.52
https://www.beautydiaries.gr/2015/11/03/η-δεσποινίς-ιδανική-είναι-η-φυσιογνωμ/,0,21,0%,48.57
https://www.beautydiaries.gr/omorfoxamos/beautyreview/3-yperocha-proionta-peripoiisis-poy-xechorisan-to-2018/,0,20,0%,8.1
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-31/,0,20,0%,14.1
https://www.beautydiaries.gr/tag/tips-gia-pio-freskia-epidermida/,0,20,0%,18.1
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/clinique-id-vasisoy-pano-stis-pio-teleies-enydatikes-formoyles/,0,20,0%,20.4
https://www.beautydiaries.gr/beautynews/peripoiisi/giati-ayto-to-balm-den-s-afinei-perithorio-na-varetheis-to-ntemakigiaz/,0,20,0%,25.45
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-19/,0,20,0%,31.85
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/i-rianna-echei-kapoies-yperoches-idees-gia-to-pos-na-apoktiseis-ena-sokolatenio-efe-lampsis/,0,20,0%,35
https://www.beautydiaries.gr/beautynews/mallia/oraia-mallia-einai-ta-enydatomena-mallia/,0,19,0%,9.68
https://www.beautydiaries.gr/beautynews/peripoiisi/agrio-triantafyllo-otan-ena-systatiko-se-vazei-se-megalo-dilimma/,0,19,0%,11.95
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-46/,0,19,0%,13.89
https://www.beautydiaries.gr/2014/03/10/πότε-έπαψες-να-πιστεύεις-ότι-είσαι-όμο-2/,0,19,0%,19
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/grooming/oskar-2019-oi-andres-poy-xechorisan-sto-kokkino-chali-eichan-ligo-proion-sta-mallia-kai-terastio-chamogelo/,0,19,0%,24.16
https://www.beautydiaries.gr/stonkosmotisomorfias/ena-yperocho-taxidi-me-shiseido-sto-parisi/,0,19,0%,28.21
https://www.beautydiaries.gr/beautynews/makigiaz/poio-einai-ayto-to-panemorfo-koritsi-me-to-pio-teleio-kragion/,0,19,0%,28.74
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/o-pio-charismatikos-kallitechnis-toy-calligraffiti-dimioyrgei-mia-poly-spesial-seira-makigiaz/,0,19,0%,40.37
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/to-chalooyin-i-magiki-toy-energeia-kai-ta-proionta-peripoiisis-poy-zitoyn-apantisi-sto-trick-or-treat/,0,19,0%,40.95
https://www.beautydiaries.gr/tag/sta-hondos-center/,0,18,0%,5.39
https://www.beautydiaries.gr/category/oraioi-anthropoi/nice-to-meet-you/,0,18,0%,7
https://www.beautydiaries.gr/apopsi/tobeautydiariesstobovary/anastasia-beverly-hills-polla-einai-pia-ta-sephora-poy-filoxenoyn-to-sexi-beauty-brand/,0,18,0%,13.61
https://www.beautydiaries.gr/2013/07/02/βe-brilliant-αντιμετωπίζονταςάτονεςστιγμές/,0,18,0%,18
https://www.beautydiaries.gr/beautynews/peripoiisi/giati-i-aromatotherapeia-echei-simantiko-rolo-sti-rythmisi-tis-melaninis/,0,18,0%,18.11
https://www.beautydiaries.gr/des-ta-panta-allios-ki-alliotika/tade-efi/ena-katharistiko-balm-me-triantafylla-einai-i-apantisi-stin-kathimerini-soy-frontida-genika/,0,18,0%,20.61
https://www.beautydiaries.gr/2015/05/29/τριανταφυλλένιες-σχέσεις/,0,17,0%,7.65
https://www.beautydiaries.gr/category/beauty-news-ta-nea-tis-omorfias/,0,17,0%,7.76
https://www.beautydiaries.gr/page/35/,0,17,0%,7.88
https://www.beautydiaries.gr/category/oraioi-anthropoi/beauty-expert/,0,17,0%,14.47
https://www.beautydiaries.gr/apopsi/h-l-oreal-desmeyetai-os-etaireia-gia-tin-antimetopisi-tis-klimatikis-allagis/,0,17,0%,15.35
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/to-aroma-tis-neas-genias-einai-olofresko-kai-dilonei-paroysia/,0,17,0%,23.76
https://www.beautydiaries.gr/2010/11/24/i-love-paris/,0,17,0%,26.18
https://www.beautydiaries.gr/blog/arkei-mia-strosi-aythadeias-sto-vlemma/,0,17,0%,26.71
https://www.beautydiaries.gr/apopsi/tobeautydiariesstobovary/poia-einai-i-alithini-omorfia-ton-2-ellinidon-poy-etoimazontai-na-kataktisoyn-to-everest/,0,17,0%,31.12
https://www.beautydiaries.gr/apopsi/tade-efi/an-echeis-tychi/,0,17,0%,45.41
https://www.beautydiaries.gr/2012/10/05/σύνδρομο-πίτερ-παν/,0,17,0%,67.88
https://www.beautydiaries.gr/?p=10922&preview=true,0,16,0%,7.81
https://www.beautydiaries.gr/tag/βλέμμα/,0,16,0%,10.75
https://www.beautydiaries.gr/tag/paleta-skion-fenty-beauty/,0,16,0%,11.12
https://www.beautydiaries.gr/beautynews/makigiaz/kragion-ti-apokalyptei-i-epilogi-soy-s-ayto/,0,16,0%,17.56
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/soma/to-kalytero-adynatistiko-elaio-echei-dipli-drasi-ki-einai-teleio/,0,16,0%,18
https://www.beautydiaries.gr/contact/,0,16,0%,24.75
https://www.beautydiaries.gr/beautynews/peripoiisi/pote-prin-ta-simadia-giransis-den-itan-toso-apodekta-kai-tosa-alithina-teleia/,0,16,0%,25.12
https://www.beautydiaries.gr/category/diagonismos/,0,16,0%,25.12
https://www.beautydiaries.gr/apopsi/tade-efi/ora-na-milisoyme-gia-tin-alithini-omorfia/,0,16,0%,29.12
https://www.beautydiaries.gr/nyxia/me-poia-apochrosi-sta-nychia-tha-ypodechtheis-ti-nea-sezon/,0,16,0%,29.31
https://www.beautydiaries.gr/beautynews/aroma/logiko-einai-i-kara-na-echei-xetrelathei-m-ayto-to-aroma-freskadas/,0,16,0%,30
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/8-teleia-micellar-waters-1-mikri-symvoyli-gia-kathari-kai-lamperi-epidermida/,0,16,0%,32.06
https://www.beautydiaries.gr/beautynews/peripoiisi/i-antiliaki-prostasia-einai-olo-to-chrono-to-pio-simantiko-mystiko-omorfias/,0,16,0%,33.88
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/i-nea-emmoni-gia-sexi-cheili-einai-ena-glossy-lip-colour/,0,16,0%,35.94
https://www.beautydiaries.gr/tag/panades-sto-prosopo/,0,16,0%,75.44
https://www.beautydiaries.gr/category/beautynews/makigiaz/,0,15,0%,1.27
https://www.beautydiaries.gr/περί/,0,15,0%,4.13
https://www.beautydiaries.gr/des-ta-panta-allios-ki-alliotika/tade-efi/maskaremata-gia-ligi-tryferada/,0,15,0%,5.33
https://www.beautydiaries.gr/beautynews/aroma/pos-mia-kalokairini-esans-prokalei-tosi-epithymia-gia-apodrasi/,0,15,0%,7.07
